06/01/2015 15:17,"Binfield Road, Stockwell",>,"Courland Grove, Wandsworth Road"
08/01/2015 16:49,"Courland Grove, Wandsworth Road",>,"Bradmead, Nine Elms"
10/01/2015 06:55,"Bradmead, Nine Elms",>,"Surrey Lane, Battersea"
10/01/2015 21:55,"Surrey Lane, Battersea",>,"Westbridge Road, Battersea"
14/01/2015 18:25,"Brushfield Street, Liverpool Street",>,"Waterloo Station 1, Waterloo"
14/01/2015 21:49,"Sardinia Street, Holborn",>,"Graham Street, Angel"
14/01/2015 22:16,"Graham Street, Angel",>,"Graham Street, Angel"
15/01/2015 08:14,"Graham Street, Angel",>,"Eagle Wharf Road, Hoxton"
15/01/2015 08:29,"Eagle Wharf Road, Hoxton",>,"Guilford Street , Bloomsbury"
16/01/2015 11:00,"Guilford Street , Bloomsbury",>,"Greenland Road, Camden Town"
16/01/2015 13:24,"Greenland Road, Camden Town",>,"Bolsover Street, Fitzrovia"
17/01/2015 07:50,"Bolsover Street, Fitzrovia",>,"Waterloo Roundabout, Waterloo "
17/01/2015 08:14,"Waterloo Roundabout, Waterloo ",>,"Warren Street Station, Euston"
17/01/2015 11:30,"Warren Street Station, Euston",>,"Gloucester Avenue, Camden Town"
17/01/2015 12:02,"Gloucester Avenue, Camden Town",>,"Drury Lane, Covent Garden"
17/01/2015 14:15,"Drury Lane, Covent Garden",>,"Regency Street, Westminster"
19/01/2015 18:05,"Regency Street, Westminster",>,"Vauxhall Cross, Vauxhall"
19/01/2015 21:10,"Vauxhall Cross, Vauxhall",>,"Chelsea Bridge, Pimlico"
20/01/2015 07:29,"Chelsea Bridge, Pimlico",>,"Whitehall Place, Strand"
20/01/2015 08:10,"Whitehall Place, Strand",>,"Horseferry Road, Westminster"
20/01/2015 11:42,"Rampayne Street, Pimlico",>,"Green Park Station, West End"
20/01/2015 18:36,"Farm Street, Mayfair",>,"South Audley Street, Mayfair"
20/01/2015 19:53,"South Audley Street, Mayfair",>,"Golden Square, Soho"
21/01/2015 13:32,"Golden Square, Soho",>,"Moor Street, Soho"
22/01/2015 11:07,"Waterloo Station 1, Waterloo",>,"Southampton Street, Strand"
22/01/2015 17:56,"Southampton Street, Strand",>,"Clarges Street, West End"
22/01/2015 18:16,"Clarges Street, West End",>,"Notting Hill Gate Station, Notting Hill"
22/01/2015 19:20,"Notting Hill Gate Station, Notting Hill",>,"Turquoise Island, Notting Hill"
23/01/2015 10:42,"Turquoise Island, Notting Hill",>,"Notting Hill Gate Station, Notting Hill"
23/01/2015 12:18,"Notting Hill Gate Station, Notting Hill",>,"Turquoise Island, Notting Hill"
23/01/2015 14:59,"Turquoise Island, Notting Hill",>,"Westbourne Grove, Bayswater"
23/01/2015 15:22,"Westbourne Grove, Bayswater",>,"Princes Square, Bayswater"
23/01/2015 17:29,"Princes Square, Bayswater",>,"Prince Consort Road, Knightsbridge"
23/01/2015 17:55,"Prince Consort Road, Knightsbridge",>,"Bayswater Road, Hyde Park"
23/01/2015 19:38,"Bayswater Road, Hyde Park",>,"Queen's Circus, Battersea Park"
24/01/2015 14:56,"Queen's Circus, Battersea Park",>,"Queen's Circus, Battersea Park"
25/01/2015 14:00,"Queen's Circus, Battersea Park",>,"Queen's Circus, Battersea Park"
27/01/2015 08:27,"Queen's Circus, Battersea Park",>,"Bayswater Road, Hyde Park"
27/01/2015 08:50,"Bayswater Road, Hyde Park",>,"Exhibition Road, Knightsbridge"
27/01/2015 09:26,"Exhibition Road, Knightsbridge",>,"Charles II Street, West End"
28/01/2015 08:23,"Waterloo Station 1, Waterloo",>,"Aldersgate Street, Barbican"
28/01/2015 08:56,"Aldersgate Street, Barbican",>,"Berry Street, Clerkenwell"
28/01/2015 16:56,"Berry Street, Clerkenwell",>,"Finsbury Library , Finsbury"
28/01/2015 21:20,"Finsbury Library , Finsbury",>,"Bury Place, Holborn"
28/01/2015 22:09,"Bury Place, Holborn",>,"Doric Way , Somers Town"
29/01/2015 08:21,"Doric Way , Somers Town",>,"Stonecutter Street, Holborn"
30/01/2015 12:33,"Aston Street, Stepney",>,"Sidney Street, Stepney"
30/01/2015 13:41,"Sidney Street, Stepney",>,"Wendon Street, Old Ford"
30/01/2015 14:52,"Wendon Street, Old Ford",>,"Bow Church Station, Bow"
30/01/2015 18:50,"Bow Church Station, Bow",>,"Pott Street, Bethnal Green"
30/01/2015 20:43,"Pott Street, Bethnal Green",>,"Goldsmiths Row, Haggerston"
01/02/2015 15:07,"Goldsmiths Row, Haggerston",>,"York Hall, Bethnal Green"
02/02/2015 16:01,"York Hall, Bethnal Green",>,"Fournier Street, Whitechapel"
02/02/2015 16:14,"Fournier Street, Whitechapel",>,"Dunston Road , Haggerston"
02/02/2015 17:38,"Dunston Road , Haggerston",>,"High Holborn , Covent Garden"
02/02/2015 18:05,"High Holborn , Covent Garden",>,"Queensbridge Road, Haggerston"
04/02/2015 10:20,"Queensbridge Road, Haggerston",>,"Cleveland Way, Bethnal Green"
04/02/2015 17:42,"Cleveland Way, Bethnal Green",>,"Hoxton Street, Hoxton"
05/02/2015 06:50,"Hoxton Street, Hoxton",>,"Appold Street, Liverpool Street"
10/02/2015 09:14,"Fanshaw Street, Hoxton",>,"Theobalds Road , Holborn"
10/02/2015 16:46,"Theobalds Road , Holborn",>,"Brunswick Square, Bloomsbury"
10/02/2015 17:06,"Brunswick Square, Bloomsbury",>,"Shadwell Station, Shadwell"
11/02/2015 08:17,"Shadwell Station, Shadwell",>,"Brushfield Street, Liverpool Street"
11/02/2015 10:28,"Regent's Row , Haggerston ",>,"Chancery Lane, Holborn"
11/02/2015 12:16,"Chancery Lane, Holborn",>,"South Audley Street, Mayfair"
11/02/2015 18:04,"South Audley Street, Mayfair",>,"Northumberland Avenue, Strand"
11/02/2015 22:06,"Northumberland Avenue, Strand",>,"Wren Street, Holborn"
11/02/2015 22:43,"Wren Street, Holborn",>,"Westminster Bridge Road, Elephant & Castle"
12/02/2015 10:30,"Westminster Bridge Road, Elephant & Castle",>,"Wren Street, Holborn"
12/02/2015 18:41,"Wren Street, Holborn",>,"Caldwell Street, Stockwell"
13/02/2015 12:27,"Caldwell Street, Stockwell",>,"Wren Street, Holborn"
13/02/2015 16:36,"Wren Street, Holborn",>,"Belgrove Street , King's Cross"
17/02/2015 08:46,"Belgrove Street , King's Cross",>,"Hinde Street, Marylebone"
17/02/2015 11:31,"Hinde Street, Marylebone",>,"Broadwick Street, Soho"
17/02/2015 12:37,"Broadwick Street, Soho",>,"Hinde Street, Marylebone"
17/02/2015 17:57,"Hinde Street, Marylebone",>,"Paddington Green, Paddington"
18/02/2015 07:32,"Paddington Green, Paddington",>,"Horseferry Road, Westminster"
18/02/2015 08:45,"Horseferry Road, Westminster",>,"Marylebone Lane, Marylebone"
18/02/2015 09:19,"Marylebone Lane, Marylebone",>,"Hinde Street, Marylebone"
18/02/2015 15:41,"Hinde Street, Marylebone",>,"Old Quebec Street, Marylebone"
18/02/2015 16:15,"Old Quebec Street, Marylebone",>,"Hinde Street, Marylebone"
18/02/2015 16:47,"Hinde Street, Marylebone",>,"Park Lane , Hyde Park"
18/02/2015 17:10,"Park Lane , Hyde Park",>,"Park Lane , Hyde Park"
18/02/2015 18:04,"Park Lane , Hyde Park",>,"Palace Gardens Terrace, Notting Hill"
19/02/2015 08:16,"Palace Gardens Terrace, Notting Hill",>,"British Museum, Bloomsbury"
19/02/2015 09:24,"British Museum, Bloomsbury",>,"Finsbury Circus, Liverpool Street"
19/02/2015 17:01,"Finsbury Circus, Liverpool Street",>,"Hop Exchange, The Borough"
19/02/2015 17:59,"Hop Exchange, The Borough",>,"Bricklayers Arms, Borough"
20/02/2015 08:24,"Bricklayers Arms, Borough",>,"Red Lion Street, Holborn"
20/02/2015 17:28,"Red Lion Street, Holborn",>,"Finsbury Circus, Liverpool Street"
20/02/2015 18:18,"Finsbury Circus, Liverpool Street",>,"Waterloo Station 1, Waterloo"
21/02/2015 13:33,"Hatton Garden, Holborn",>,"Wardour Street, Soho"
21/02/2015 14:15,"Wardour Street, Soho",>,"Longford Street, Regent's Park"
21/02/2015 16:49,"Longford Street, Regent's Park",>,"St. Chad's Street, King's Cross"
22/02/2015 12:32,"St. Chad's Street, King's Cross",>,"Frith Street, Soho"
23/02/2015 09:55,"Frith Street, Soho",>,"Hyde Park Corner, Hyde Park"
23/02/2015 10:42,"Hyde Park Corner, Hyde Park",>,"Green Park Station, West End"
23/02/2015 17:49,"Green Park Station, West End",>,"Endsleigh Gardens, Euston"
24/02/2015 06:20,"Endsleigh Gardens, Euston",>,"Moorfields, Moorgate"
24/02/2015 16:37,"Moorfields, Moorgate",>,"Waterloo Station 3, Waterloo"
25/02/2015 08:50,"Waterloo Station 3, Waterloo",>,"Chancery Lane, Holborn"
26/02/2015 08:21,"Islington Green, Angel",>,"Stonecutter Street, Holborn"
27/02/2015 08:47,"Carnegie Street, King's Cross",>,"Taviton Street, Bloomsbury"
27/02/2015 09:39,"Taviton Street, Bloomsbury",>,"Howland Street, Fitzrovia"
27/02/2015 17:43,"Howland Street, Fitzrovia",>,"Boston Place, Marylebone"
02/03/2015 07:43,"Boston Place, Marylebone",>,"Museum of London, Barbican"
03/03/2015 12:23,"Old Montague Street, Whitechapel",>,"Selby Street, Whitechapel"
03/03/2015 12:55,"Selby Street, Whitechapel",>,"Cleveland Way, Bethnal Green"
03/03/2015 13:30,"Cleveland Way, Bethnal Green",>,"Ford Road, Old Ford"
03/03/2015 14:48,"Ford Road, Old Ford",>,"Cleveland Way, Bethnal Green"
04/03/2015 08:31,"Cleveland Way, Bethnal Green",>,"Appold Street, Liverpool Street"
04/03/2015 17:33,"Appold Street, Liverpool Street",>,"Clerkenwell Green, Clerkenwell"
04/03/2015 17:56,"Clerkenwell Green, Clerkenwell",>,"Great Suffolk Street, The Borough"
04/03/2015 18:32,"Great Suffolk Street, The Borough",>,"Wormwood Street, Liverpool Street"
04/03/2015 18:45,"Wormwood Street, Liverpool Street",>,"Waterloo Station 3, Waterloo"
10/03/2015 17:15,"St. John's Wood Road, St. John's Wood",>,"Pancras Road, King's Cross"
10/03/2015 22:39,"Pancras Road, King's Cross",>,"Bonny Street, Camden Town"
11/03/2015 08:22,"Bonny Street, Camden Town",>,"Old Street Station, St. Luke's"
11/03/2015 08:56,"Old Street Station, St. Luke's",>,"Berry Street, Clerkenwell"
11/03/2015 13:59,"Holborn Circus, Holborn",>,"King Edward Street, St Pauls"
11/03/2015 17:21,"King Edward Street, St Pauls",>,"Graham Street, Angel"
11/03/2015 17:43,"Graham Street, Angel",>,"Dunston Road , Haggerston"
12/03/2015 15:54,"Dunston Road , Haggerston",>,"Regent's Row , Haggerston "
14/03/2015 09:19,"Regent's Row , Haggerston ",>,"York Hall, Bethnal Green"
14/03/2015 18:17,"York Hall, Bethnal Green",>,"Lower Thames Street, Monument"
14/03/2015 20:41,"Lower Thames Street, Monument",>,"Somerset House, Strand"
14/03/2015 21:11,"Somerset House, Strand",>,"Pall Mall East, West End"
14/03/2015 23:35,"Pall Mall East, West End",>,"Pall Mall East, West End"
21/03/2015 18:24,"Borough Road, Elephant & Castle",>,"Concert Hall Approach 2, South Bank"
21/03/2015 18:48,"Concert Hall Approach 2, South Bank",>,"Cephas Street, Bethnal Green"
23/03/2015 09:41,"Sutton Street, Shadwell",>,"Philpot Street, Whitechapel"
23/03/2015 16:31,"Philpot Street, Whitechapel",>,"Leman Street, Aldgate"
23/03/2015 17:46,"Leman Street, Aldgate",>,"Aldersgate Street, Barbican"
23/03/2015 18:23,"Aldersgate Street, Barbican",>,"Brick Lane Market, Shoreditch"
23/03/2015 19:44,"Brick Lane Market, Shoreditch",>,"Albert Gardens, Stepney"
25/03/2015 07:09,"Albert Gardens, Stepney",>,"Devonshire Square, Liverpool Street"
25/03/2015 14:22,"Devonshire Square, Liverpool Street",>,"Albert Gardens, Stepney"
26/03/2015 16:32,"Albert Gardens, Stepney",>,"Regent's Row , Haggerston "
26/03/2015 20:19,"Regent's Row , Haggerston ",>,"York Hall, Bethnal Green"
27/03/2015 00:57,"York Hall, Bethnal Green",>,"Albert Gardens, Stepney"
27/03/2015 09:47,"Albert Gardens, Stepney",>,"Lower Thames Street, Monument"
27/03/2015 15:10,"Lower Thames Street, Monument",>,"Devonshire Terrace, Bayswater"
27/03/2015 17:45,"Devonshire Terrace, Bayswater",>,"Green Park Station, West End"
28/03/2015 04:25,"Green Park Station, West End",>,"Olympia Way, Olympia"
20/09/2015 09:26,"Caldwell Street, Stockwell",>,"Queen Mother Sports Centre, Victoria"
21/09/2015 12:12,"Queen Mother Sports Centre, Victoria",>,"Abingdon Green, Westminster"
21/09/2015 15:19,"Abingdon Green, Westminster",>,"Black Prince Road, Vauxhall"
21/09/2015 19:20,"Black Prince Road, Vauxhall",>,"Kennington Road Post Office, Oval"
22/09/2015 08:22,"Kennington Road Post Office, Oval",>,"Kingsway Southbound, Strand"
22/09/2015 16:40,"Kingsway Southbound, Strand",>,"Hardwick Street, Clerkenwell"
23/09/2015 07:51,"Hardwick Street, Clerkenwell",>,"Bath Street, St. Luke's"
23/09/2015 08:14,"Bath Street, St. Luke's",>,"Wormwood Street, Liverpool Street"
23/09/2015 08:42,"Wormwood Street, Liverpool Street",>,"Black Lion Gate, Kensington Gardens"
23/09/2015 09:45,"Black Lion Gate, Kensington Gardens",>,"Green Park Station, Mayfair"
24/09/2015 13:37,"Lancaster Gate , Bayswater",>,"Waterloo Place, St. James's"
24/09/2015 17:43,"Waterloo Place, St. James's",>,"Shadwell Station, Shadwell"
25/09/2015 09:26,"Shadwell Station, Shadwell",>,"Wapping High Street, Wapping"
25/09/2015 11:32,"Wapping High Street, Wapping",>,"Tooley Street, Bermondsey"
28/09/2015 18:26,"Milroy Walk, South Bank",>,"Finsbury Circus, Liverpool Street"
28/09/2015 19:08,"Finsbury Circus, Liverpool Street",>,"St. John Street, Finsbury"
28/09/2015 19:24,"St. John Street, Finsbury",>,"Waterloo Station 1, Waterloo"
28/09/2015 23:17,"Red Lion Street, Holborn",>,"Wormwood Street, Liverpool Street"
29/09/2015 00:41,"Wormwood Street, Liverpool Street",>,"Northdown Street, King's Cross"
29/09/2015 07:57,"Northdown Street, King's Cross",>,"Snow Hill, Farringdon"
29/09/2015 11:27,"Snow Hill, Farringdon",>,"Murray Grove , Hoxton"
29/09/2015 12:30,"Murray Grove , Hoxton",>,"Liverpool Road (N1 Centre), Angel"
29/09/2015 12:47,"Liverpool Road (N1 Centre), Angel",>,"Murray Grove , Hoxton"
29/09/2015 15:19,"Murray Grove , Hoxton",>,"Museum of London, Barbican"
29/09/2015 17:26,"Museum of London, Barbican",>,"Belgrove Street , King's Cross"
30/09/2015 07:57,"Belgrove Street , King's Cross",>,"Grove End Road, St. John's Wood"
30/09/2015 08:29,"Grove End Road, St. John's Wood",>,"George Street, Marylebone"
30/09/2015 10:25,"George Street, Marylebone",>,"Exhibition Road, Knightsbridge"
30/09/2015 12:28,"Exhibition Road, Knightsbridge",>,"Holy Trinity Brompton, Knightsbridge"
30/09/2015 13:52,"Holy Trinity Brompton, Knightsbridge",>,"Drayton Gardens, West Chelsea"
30/09/2015 15:50,"Drayton Gardens, West Chelsea",>,"Gloucester Road Station, South Kensington"
30/09/2015 17:55,"Gloucester Road Station, South Kensington",>,"Knaresborough Place, Earl's Court"
01/10/2015 08:42,"Knaresborough Place, Earl's Court",>,"Wright's Lane, Kensington"
01/10/2015 18:10,"Wright's Lane, Kensington",>,"Penywern Road, Earl's Court"
01/10/2015 19:12,"Penywern Road, Earl's Court",>,"Oval Way, Vauxhall"
09/10/2015 22:51,"Binfield Road, Stockwell",>,"Hartington Road, Stockwell"
10/10/2015 14:57,"Hartington Road, Stockwell",>,"Curzon Street, Mayfair"
10/10/2015 17:21,"Curzon Street, Mayfair",>,"Seville Street, Knightsbridge"
10/10/2015 17:44,"Seville Street, Knightsbridge",>,"Beryl Road, Hammersmith"
10/10/2015 18:33,"Beryl Road, Hammersmith",>,"Queen's Gate (North), Kensington"
10/10/2015 19:03,"Queen's Gate (North), Kensington",>,"Howland Street, Fitzrovia"
11/10/2015 18:47,"Howland Street, Fitzrovia",>,"Dunston Road , Haggerston"
12/10/2015 07:47,"Dunston Road , Haggerston",>,"Brushfield Street, Liverpool Street"
12/10/2015 10:14,"Bethnal Green Road, Shoreditch",>,"Brushfield Street, Liverpool Street"
12/10/2015 16:54,"Brushfield Street, Liverpool Street",>,"Granby Street, Shoreditch"
12/10/2015 19:49,"Granby Street, Shoreditch",>,"York Hall, Bethnal Green"
12/10/2015 20:11,"York Hall, Bethnal Green",>,"Philpot Street, Whitechapel"
13/10/2015 04:55,"Philpot Street, Whitechapel",>,"Heron Quays DLR, Canary Wharf"
14/10/2015 15:40,"Heron Quays DLR, Canary Wharf",>,"Saunders Ness Road, Cubitt Town"
15/10/2015 07:12,"Saunders Ness Road, Cubitt Town",>,"Jubilee Plaza, Canary Wharf"
15/10/2015 22:01,"Jubilee Plaza, Canary Wharf",>,"Lindfield Street, Poplar"
16/10/2015 08:46,"Lindfield Street, Poplar",>,"Clinton Road, Mile End"
16/10/2015 20:40,"Clinton Road, Mile End",>,"Aylward Street, Stepney"
16/10/2015 23:40,"Aylward Street, Stepney",>,"Aldersgate Street, Barbican"
17/10/2015 04:52,"Aldersgate Street, Barbican",>,"Falkirk Street, Hoxton"
17/10/2015 09:29,"Falkirk Street, Hoxton",>,"Tower Gardens , Tower"
18/10/2015 17:10,"Fore Street, Guildhall",>,"Cheapside, Bank"
18/10/2015 17:20,"Cheapside, Bank",>,"New Inn Yard, Shoreditch"
19/10/2015 19:56,"New Inn Yard, Shoreditch",>,"Macclesfield Rd, St Lukes"
20/10/2015 08:35,"Macclesfield Rd, St Lukes",>,"Great Marlborough Street, Soho"
20/10/2015 17:54,"Great Marlborough Street, Soho",>,"Seymour Place, Marylebone"
20/10/2015 20:08,"Seymour Place, Marylebone",>,"Warwick Avenue Station, Maida Vale"
26/10/2015 06:50,"Frampton Street, Paddington",>,"All Saints Church, Portobello"
26/10/2015 08:54,"All Saints Church, Portobello",>,"Maclise Road, Olympia"
26/10/2015 09:45,"Maclise Road, Olympia",>,"Brook Green South, Brook Green"
26/10/2015 18:28,"Brook Green South, Brook Green",>,"Woodstock Grove, Shepherd's Bush"
27/10/2015 05:31,"Woodstock Grove, Shepherd's Bush",>,"Prince of Wales Drive, Battersea Park"
27/10/2015 07:38,"Prince of Wales Drive, Battersea Park",>,"Howick Place, Westminster"
27/10/2015 10:49,"Bayswater Road, Hyde Park",>,"Kensington Gore, Knightsbridge"
29/10/2015 08:39,"Seymour Place, Marylebone",>,"Prince Consort Road, Knightsbridge"
29/10/2015 09:35,"Prince Consort Road, Knightsbridge",>,"South Kensington Station, South Kensington"
29/10/2015 12:01,"South Kensington Station, South Kensington",>,"Flood Street, Chelsea"
29/10/2015 16:49,"Flood Street, Chelsea",>,"Queen's Circus, Battersea Park"
30/10/2015 10:34,"Queen's Circus, Battersea Park",>,"Queen's Circus, Battersea Park"
30/10/2015 17:33,"Queen's Circus, Battersea Park",>,"Danvers Street, West Chelsea"
03/11/2015 10:28,"Danvers Street, West Chelsea",>,"Finlay Street, Fulham"
03/11/2015 12:13,"Finlay Street, Fulham",>,"Hurlingham Park, Parsons Green"
03/11/2015 16:10,"Hurlingham Park, Parsons Green",>,"South Park, Sands End"
03/11/2015 16:43,"South Park, Sands End",>,"Parson's Green , Parson's Green"
04/11/2015 11:18,"Parson's Green , Parson's Green",>,"Turquoise Island, Notting Hill"
04/11/2015 23:12,"Turquoise Island, Notting Hill",>,"Penfold Street, Marylebone"
05/11/2015 06:41,"Penfold Street, Marylebone",>,"Broadcasting House, Marylebone"
05/11/2015 07:42,"Broadcasting House, Marylebone",>,"Eccleston Place, Victoria"
05/11/2015 08:14,"Eccleston Place, Victoria",>,"Eastbourne Mews, Paddington"
05/11/2015 12:10,"Eastbourne Mews, Paddington",>,"Howland Street, Fitzrovia"
06/11/2015 17:33,"Northington Street , Holborn",>,"Belgrove Street , King's Cross"
09/11/2015 08:03,"Belgrove Street , King's Cross",>,"New Cavendish Street, Marylebone"
09/11/2015 08:42,"New Cavendish Street, Marylebone",>,"Frith Street, Soho"
09/11/2015 15:11,"Frith Street, Soho",>,"Sedding Street, Sloane Square"
09/11/2015 16:13,"Sedding Street, Sloane Square",>,"Surrey Lane, Battersea"
13/11/2015 11:37,"Hartington Road, Stockwell",>,"Binfield Road, Stockwell"
13/11/2015 11:50,"Binfield Road, Stockwell",>,"Union Grove, Wandsworth Road"
13/11/2015 13:01,"Union Grove, Wandsworth Road",>,"Binfield Road, Stockwell"
13/11/2015 13:07,"Binfield Road, Stockwell",>,"Great Russell Street, Bloomsbury"
13/11/2015 17:54,"Great Russell Street, Bloomsbury",>,"Taviton Street, Bloomsbury"
13/11/2015 18:24,"Taviton Street, Bloomsbury",>,"Taviton Street, Bloomsbury"
13/11/2015 18:24,"Taviton Street, Bloomsbury",>,"Poured Lines, Bankside"
15/11/2015 06:48,"Poured Lines, Bankside",>,"Borough Road, Elephant & Castle"
13/12/2015 13:48:00,"Borough Road, Elephant & Castle",>,"Stamford Street, South Bank"
13/12/2015 15:04:00,"Stamford Street, South Bank",>,"Drury Lane, Covent Garden"
13/12/2015 16:52:00,"Drury Lane, Covent Garden",>,"St. Chad's Street, King's Cross"
13/12/2015 18:07:00,"St. Chad's Street, King's Cross",>,"Soho Square , Soho"
13/12/2015 19:58:00,"Soho Square , Soho",>,"Belgrave Road, Victoria"
13/12/2015 20:32:00,"Belgrave Road, Victoria",>,"St. George's Square, Pimlico"
14/12/2015 07:46:00,"St. George's Square, Pimlico",>,"Bankside Mix, Bankside"
14/12/2015 08:45:00,"Waterloo Station 1, Waterloo",>,"Wardour Street, Soho"
14/12/2015 17:42:00,"Drury Lane, Covent Garden",>,"Shadwell Station, Shadwell"
15/12/2015 07:48:00,"Shadwell Station, Shadwell",>,"Crosswall, Tower"
15/12/2015 08:08:00,"Crosswall, Tower",>,"Bolsover Street, Fitzrovia"
15/12/2015 08:53:00,"Bolsover Street, Fitzrovia",>,"Charlotte Street, Fitzrovia"
17/12/2015 08:42:00,"Rodney Street, Angel",>,"Bank of England Museum, Bank"
17/12/2015 15:11:00,"Bank of England Museum, Bank",>,"New Fetter Lane, Holborn"
17/12/2015 17:06:00,"New Fetter Lane, Holborn",>,"Finsbury Circus, Liverpool Street"
17/12/2015 17:18:00,"Finsbury Circus, Liverpool Street",>,"Graham Street, Angel"
17/12/2015 17:46:00,"Graham Street, Angel",>,"Charlotte Terrace, Angel"
17/12/2015 19:02:00,"Charlotte Terrace, Angel",>,"Castlehaven Road, Camden Town"
18/12/2015 09:01:00,"Castlehaven Road, Camden Town",>,"Hinde Street, Marylebone"
19/12/2015 13:13:00,"Warwick Avenue Station, Maida Vale",>,"Castlehaven Road, Camden Town"
20/12/2015 02:20:00,"Castlehaven Road, Camden Town",>,"Royal College Street, Camden Town"
20/12/2015 12:49:00,"Royal College Street, Camden Town",>,"Hampstead Road, Euston"
21/12/2015 16:16:00,"Hampstead Road, Euston",>,"Belgrove Street , King's Cross"
22/12/2015 12:01:00,"Belgrove Street , King's Cross",>,"Malet Street, Bloomsbury"
22/12/2015 14:59:00,"Malet Street, Bloomsbury",>,"Belgrove Street , King's Cross"
24/12/2015 12:40:00,"Margery Street, Clerkenwell",>,"Wormwood Street, Liverpool Street"
24/12/2015 14:19:00,"Wormwood Street, Liverpool Street",>,"Tower Gardens , Tower"
25/12/2015 10:48:00,"Tower Gardens , Tower",>,"Somerset House, Strand"
25/12/2015 11:14:00,"Somerset House, Strand",>,"Millbank Tower, Pimlico"
25/12/2015 11:43:00,"Millbank Tower, Pimlico",>,"Belgrave Road, Victoria"
26/12/2015 06:12:00,"St. Martin's Street, West End",>,"Maclise Road, Olympia"
26/12/2015 11:22:00,"Maclise Road, Olympia",>,"Montpelier Street, Knightsbridge"
26/12/2015 14:17:00,"Montpelier Street, Knightsbridge",>,"West Cromwell Road, Earl's Court"
26/12/2015 14:50:00,"West Cromwell Road, Earl's Court",>,"Gloucester Road (Central), South Kensington"
27/12/2015 12:52:00,"Gloucester Road (Central), South Kensington",>,"Pall Mall East, West End"
27/12/2015 15:56:00,"Pall Mall East, West End",>,"Whitehall Place, Strand"
31/12/2015 19:41:00,"Tysoe Street, Clerkenwell",>,"Northdown Street, King's Cross"
04/01/2016 07:48:00,"Northdown Street, King's Cross",>,"Poured Lines, Bankside"
04/01/2016 08:21:00,"Poured Lines, Bankside",>,"Storey's Gate, Westminster"
04/01/2016 18:06:00,"Storey's Gate, Westminster",>,"Borough High Street, The Borough"
04/01/2016 18:48:00,"Borough High Street, The Borough",>,"Cheapside, Bank"
04/01/2016 19:02:00,"Cheapside, Bank",>,"Curlew Street, Shad Thames"
05/01/2016 08:19:00,"Curlew Street, Shad Thames",>,"Wormwood Street, Liverpool Street"
05/01/2016 08:33:00,"Wormwood Street, Liverpool Street",>,"Lower Marsh, Waterloo"
05/01/2016 17:47:00,"Lower Marsh, Waterloo",>,"Sardinia Street, Holborn"
